id_cliente,edad,ingreso_anual,gasto_mensual,estado_civil,default_de_pago
39,61,53951.49569177892,2859.75621197411,Divorciado,0
40,69,61377.42709185447,2483.432361222027,Casado,0
41,20,95024.50874600463,2303.4337739389666,Soltero,0
42,54,47818.72421306581,3018.3814908869804,Viudo,0
43,68,96701.19792503271,1198.5811066882063,Viudo,1
44,24,91954.80456626542,1318.67658722872,Soltero,0
45,38,31642.246457090198,4378.035294560828,Viudo,0
46,26,20895.710574389064,4757.519579601348,Viudo,1
47,56,23566.130117081266,2179.8919232588883,Viudo,0
48,35,16548.855180381728,1718.351029145992,Casado,0
49,21,23027.651664253914,3397.9979445755707,Viudo,0
50,42,73055.57574039034,2339.3037699414335,Viudo,1
51,31,21051.035119119464,614.2386004715519,Viudo,0
52,67,42112.928574969716,1202.6866881478568,Casado,0
53,26,86814.40143240364,3721.875029813289,Soltero,0
54,43,16978.1145375452,3465.157738595681,Divorciado,0
55,19,84229.82102005953,621.9319662656757,Viudo,0
56,37,38957.655855738994,1498.8747286982725,Soltero,0
57,45,25044.010347840784,1539.8365846463212,Viudo,1
58,64,74222.6590559528,3523.5173461942777,Casado,0
59,24,68460.14197629015,588.6974198946386,Soltero,0
60,61,89585.1211497995,968.4886189305823,Casado,1
61,25,77481.03872333029,4099.622384179353,Viudo,1
62,64,83295.87908271213,1303.4509792445012,Viudo,0
63,52,38972.93866856105,3437.357485333436,Casado,0
64,31,30082.361221276442,1571.8225147102694,Divorciado,0
65,34,78802.25388947295,947.4862674170532,Casado,1
66,53,83580.95283771744,1594.2748594975433,Viudo,1
67,67,99192.93707005723,3750.2011933504664,Casado,0
68,57,50072.50253747125,4350.634106478286,Divorciado,1
69,21,46621.537292386565,4235.989390551462,Casado,0
70,19,80995.10166306973,2287.325883283047,Divorciado,0
71,23,43968.30092150652,3506.383114567908,Divorciado,0
72,59,94114.372676303,1422.4293293711944,Casado,1
73,21,87965.083906656,1819.1647861745596,Casado,0
74,46,51464.49232687656,4533.511183345039,Soltero,1
75,35,78824.04076227728,558.5086557983121,Viudo,1
76,43,79136.144297198,884.7883888451063,Divorciado,1
77,61,23765.528851054274,1435.4881481571229,Soltero,0
78,51,91716.99706776316,619.3949174321888,Casado,0
79,27,57946.45165806786,1316.459457904088,Viudo,0
80,53,85248.88461915804,3123.687024363615,Soltero,0
81,31,42204.216087602,2396.4104776662407,Divorciado,0
82,48,91119.47442217704,4517.022699846387,Soltero,1
83,65,48082.14269240387,4178.496027822985,Divorciado,0
84,32,15921.200375825361,2038.178082640442,Casado,0
85,25,91957.46799563742,1667.4054504408161,Viudo,0
86,31,22759.367526821352,2208.6158367527014,Viudo,0
87,40,42141.65919518526,3156.3272413166346,Viudo,0
88,57,95755.26719931842,1706.286383702943,Casado,0
89,38,95801.60748969227,3308.670085321103,Divorciado,1
90,33,63742.22049047932,2342.352434860582,Casado,0
91,62,68706.16303443295,2984.212313833911,Viudo,1
92,35,53117.86936815718,2462.569381108925,Casado,1
93,64,39922.915594335485,1825.0959179386296,Casado,0
94,41,42936.48635644285,4768.039881329705,Casado,1
95,43,72164.06876654827,3936.2260737189235,Divorciado,0
96,42,78951.8350022028,1130.5092909490363,Soltero,1
97,62,82284.21871669713,4408.105891540607,Soltero,0
98,58,82117.54213753708,2693.4403921228113,Casado,1
99,46,22752.518759138682,4525.485021023411,Soltero,1
100,32,57025.72589971942,4099.348651762919,Soltero,1
101,62,19892.494601414764,2413.4607701115506,Casado,1
102,18,61709.95499751752,601.1118874405283,Casado,0
103,42,52530.09261673705,1709.0481172322573,Viudo,0
104,24,90454.85553445548,2937.3539659739013,Soltero,0
105,26,44827.776066926686,3350.6519892176625,Divorciado,0
106,41,24950.6963963465,1660.4945844494102,Casado,0
107,18,27154.292974491047,1127.1023333277085,Viudo,0
108,61,79728.40369598515,4257.186065596847,Divorciado,1
109,25,67548.53538188219,4929.809813165984,Soltero,0
110,41,23595.42747043717,2865.6058203620864,Viudo,1
111,28,22149.078519774783,1272.5567863173658,Casado,0
112,68,74582.37617402521,1725.3829693371604,Divorciado,1
113,34,21184.85554095645,582.7580444636003,Casado,1
114,25,84858.10503968027,4614.344629522246,Soltero,0
115,52,75030.58930830218,1029.879873005635,Divorciado,0
116,52,21914.64635456148,3094.324139814141,Soltero,1
117,50,22211.205697241312,1733.248493092427,Soltero,0
118,22,98864.36417259992,2993.8010113210703,Viudo,0
119,59,46813.01763927023,3431.391747583389,Casado,0
120,56,46504.58250068573,4233.838116682407,Divorciado,0
121,58,84087.96321688771,1428.8957229227144,Soltero,0
122,45,95516.129077628,549.4812289631622,Soltero,0
123,24,98810.09042494402,1115.9853353096328,Divorciado,0
124,26,79037.14574701004,4550.083888316472,Soltero,0
125,25,46982.064770127836,4432.5053490313185,Viudo,1
126,29,22097.560919386844,3188.358959766387,Viudo,0
127,51,81057.48785383212,3202.32587195144,Viudo,1
128,50,62464.36122754343,3492.6650354581498,Viudo,0
129,65,51058.870785992985,1289.1707538055232,Soltero,0
130,40,92040.12273305256,4614.853756662319,Divorciado,0
131,41,24451.785996022863,2384.467362014329,Divorciado,0
132,54,56873.13386472303,2224.1233771227385,Divorciado,0
133,52,15965.059805230621,2835.129673772769,Divorciado,0
134,61,54836.15456950073,711.3468504877477,Casado,0
135,57,19785.778432956176,1248.2751594023573,Divorciado,0
136,39,25099.522882786114,3821.151273918667,Casado,0
137,44,24989.730976053914,872.5940056630691,Casado,0
138,52,70182.87567986539,3214.184492598747,Viudo,0
139,18,78413.81473756098,1604.0709935659443,Casado,1
140,52,64586.34503325857,2251.8302631888946,Soltero,0
141,54,96784.66662033607,1799.1218154681494,Casado,0
142,64,46863.99925951485,2100.5272240922714,Viudo,1
143,31,39285.52733395816,3735.7065733291047,Casado,0
144,20,88830.92589610412,1837.0477203042876,Soltero,0
145,18,34005.64627415348,3048.8208813360375,Soltero,1
146,22,96873.91585245196,2642.2268098959485,Soltero,0
147,43,16033.13034863439,3486.5202441319166,Viudo,0
148,31,97439.70027014932,4715.733826961411,Viudo,0
149,56,18668.59251579897,3796.5744374461265,Divorciado,0
150,44,90747.16466433604,1467.2317036584054,Viudo,0
151,26,59854.59427233549,640.324107775781,Soltero,0
152,32,99402.00767014053,1680.188199349213,Soltero,0
153,32,21272.7080025089,3177.8506881511466,Viudo,0
154,43,62077.61417411227,731.4161606791265,Casado,1
155,59,97390.71552762341,2733.6481124055636,Viudo,1
156,30,59463.31675446265,3185.7928201260015,Viudo,0
157,68,68498.88424149732,2004.0975086763237,Soltero,0
158,49,74138.63856369245,3969.1049168561985,Divorciado,0
159,56,53635.99050526072,979.6921391019731,Soltero,0
160,66,68342.4368071454,838.1200178111394,Divorciado,0
161,69,64666.71651346352,3776.8494029162152,Soltero,0
162,49,91598.43089173407,2729.710922927893,Viudo,1
163,21,18862.942329023917,3597.8107839248123,Soltero,0
164,47,38881.87111533958,2456.723023716858,Soltero,0
165,54,95784.9761465075,1608.8091495759807,Soltero,0
166,40,90672.42163072788,4185.960429533899,Viudo,0
167,56,53730.8239867856,4097.371455360407,Viudo,1
168,62,67711.27081313063,3626.1341188449205,Viudo,1
169,32,38577.40055339628,1724.653117534832,Viudo,1
170,60,30990.29857651971,3156.038000910892,Divorciado,0
171,46,54414.364419898484,2124.3825362301204,Divorciado,0
172,53,45034.93938221449,912.1193299698537,Casado,0
173,30,64610.76950732413,4627.911089580092,Viudo,0
174,49,21607.444142023713,1115.6838391353263,Divorciado,0
175,24,97823.55865162415,4776.068092193611,Soltero,1
176,68,98827.91328076624,2507.025978310801,Viudo,0
177,39,74343.74569167834,1333.0981797737884,Casado,0
178,45,60568.19113925023,2938.5542632026118,Casado,0
179,19,41309.84738433786,4428.2562614438375,Casado,0
180,59,84172.57667509063,3795.0119888430254,Soltero,0
181,62,73202.14966707974,4129.525165376524,Divorciado,1
182,23,28822.439844315762,3464.525150198228,Soltero,1
183,45,92428.81068197661,3615.244540330336,Viudo,1
184,45,84915.66564846937,4321.380432043937,Casado,0
185,61,95732.99262981354,1623.5060398663368,Soltero,0
186,61,76686.1582130106,2702.412336394132,Soltero,0
187,37,67140.29165454215,1495.44248818821,Divorciado,0
188,47,50550.658084702605,4944.506035984911,Divorciado,1
189,28,94281.92108509113,4748.267028589759,Casado,0
190,45,88615.43060753471,677.4206511582765,Soltero,0
191,42,18843.5869590261,3675.088276320598,Soltero,0
192,56,17241.19283226642,4663.617428370496,Divorciado,0
193,50,46999.38618463422,1312.5890530730007,Soltero,1
194,18,83897.0331164558,3055.7535374868326,Soltero,0
195,44,98918.47099177029,4619.697339146188,Soltero,0
196,69,27785.435743799895,652.7569036360948,Divorciado,0
197,30,65501.110804931486,3638.3912026107796,Casado,0
198,58,47375.72281363683,1838.0705331764784,Viudo,1
199,20,97442.72381424127,4659.782879194387,Casado,1
200,56,86580.10846653524,4869.762103244155,Viudo,1
201,23,86257.93990044671,4749.199201010452,Soltero,1
202,25,54838.91858257247,2633.963974958587,Casado,0
203,44,50259.65769870154,4379.19192945191,Viudo,0
204,26,38239.60111411003,4300.472293407816,Divorciado,0
205,54,19791.917215328805,1935.9521295946504,Divorciado,0
206,50,88501.40198167952,4230.119633678049,Casado,1
207,68,84096.5857760566,666.5343562197168,Casado,0
208,59,99976.0022293211,3183.214453169239,Soltero,1
209,61,99714.13115128195,1535.0397677946637,Casado,0
210,41,62211.694976223334,1042.5509859977547,Soltero,0
211,32,80363.93029034339,846.2894073314412,Soltero,0
212,49,95305.08704000639,3633.299491451629,Divorciado,1
213,49,87220.02820757998,2029.4373369562977,Divorciado,0
214,41,36024.588648171804,3761.4504718794265,Viudo,0
215,58,53296.25150135795,794.1035335952406,Divorciado,0
216,69,25978.55028787707,1918.8065202377466,Divorciado,0
217,66,96094.3373169914,2927.7108156890176,Casado,0
218,66,66524.8439283248,4058.254241775336,Divorciado,1
219,69,34434.63846779433,1934.3862631943146,Viudo,0
220,29,72094.55817449783,3316.5111939665408,Casado,0
221,56,67540.90043892115,4486.8998670628425,Viudo,0
222,19,45443.831032791444,3271.3843468203704,Divorciado,0
223,20,24652.395336968468,1548.317636391352,Viudo,1
224,66,72083.72162538796,609.8035170044211,Casado,0
225,54,59226.15457682243,4415.444932554185,Soltero,0
226,66,80647.06329752934,595.7123488267421,Viudo,0
227,34,59213.89759451944,4436.157527078897,Viudo,1
228,66,87435.42752707591,2880.217103122454,Casado,1
229,19,61912.081295831274,4725.804643308033,Casado,0
230,19,62679.72758050783,4094.5245609814942,Viudo,0
231,45,89515.55622595933,4990.703497400019,Divorciado,0
232,40,49296.04362805375,2078.203169532696,Viudo,1
233,54,26391.29441830446,3952.347300190071,Casado,0
234,49,17446.52748663381,2308.6891112415897,Soltero,0
235,50,79186.66673225761,2659.44029136759,Soltero,0
236,18,67726.3118650445,3323.7745844826654,Divorciado,0
237,36,74846.780288434,4431.547013838524,Viudo,0
238,19,33101.95372825742,4928.375611396828,Soltero,1
239,61,26591.57542487543,3957.2303623903317,Viudo,0
240,43,16236.296581769964,2379.950519753002,Casado,0
241,49,44799.94249856075,2396.1065102468156,Soltero,0
242,23,65143.00338264381,3819.120357150012,Divorciado,1
243,49,48340.743833477245,1574.4971559573605,Casado,0
244,21,52185.36837201697,997.133509091276,Divorciado,1
245,28,91853.48903196861,2095.7997093834947,Casado,0
246,34,44601.71469698053,1792.5754624433678,Soltero,0
247,55,58689.10657858392,1833.3865420519553,Divorciado,0
248,41,81610.50608299716,1551.2348797245947,Divorciado,0
249,22,48706.13649730796,689.4193533636285,Casado,0
250,69,67877.36951936924,580.4327063003622,Divorciado,1
251,51,88300.91524347334,4944.750753812142,Casado,0
252,23,95709.25301089959,2424.9791018113806,Casado,0
253,39,27501.245878968224,2229.4699122185675,Casado,0
254,28,93759.94813872702,3558.4127721188142,Casado,1
255,65,56829.884911760746,1482.1424953927888,Soltero,1
256,33,36950.77300541146,4774.825327776014,Casado,0
257,50,54026.53928025221,4038.552564869984,Viudo,1
258,26,98302.76889926555,902.3495104051678,Divorciado,0
259,23,56872.53798939392,2379.1134910321775,Viudo,0
260,33,42943.8868744382,4456.032384029741,Soltero,1
261,46,68839.07261692168,4751.2941003113465,Viudo,1
262,20,35412.37759614641,2603.306800624414,Divorciado,0
263,37,21448.382889236433,3260.3512514481845,Viudo,0
264,53,25954.776362405184,1251.6527574143386,Soltero,0
265,36,25883.89631141066,4960.2588176163945,Casado,1
266,43,27911.72894854502,1542.5226562254952,Viudo,0
267,20,26800.30967519986,4742.292983608066,Soltero,0
268,36,69474.35330827325,3423.409920465658,Soltero,0
269,37,30459.80717392731,3234.815576954866,Divorciado,0
270,49,44381.719082528376,2807.098299574289,Divorciado,0
271,24,91227.014842011,1538.014152729914,Viudo,1
272,69,55286.73942234415,1294.3761440247872,Casado,0
273,58,71742.4077742873,1492.1879408157893,Soltero,0
274,50,29647.189052138536,1338.9721796491453,Viudo,0
275,57,31344.566598737016,4008.13013105039,Soltero,1
276,56,18473.832382650704,2075.5636662502857,Soltero,0
277,35,29359.48036113399,760.2920445352836,Casado,0
278,57,38680.178817716485,4860.961835633651,Casado,1
279,18,30045.89116352348,4477.036482335416,Viudo,1
280,28,22539.715369349728,4674.885274378458,Casado,1
281,45,25254.04904355107,4977.085201908959,Casado,1
282,42,54166.19528278169,1282.5286214876928,Viudo,0
283,67,32538.366064492362,2283.0890850619644,Casado,1
284,40,45962.93818908642,3912.073140668411,Divorciado,0
285,48,57790.46802266283,3632.092781242065,Soltero,1
286,47,73683.56043349605,1192.5315785293478,Soltero,1
287,59,18341.53188649341,4171.24906245778,Soltero,1
288,52,82949.88390726862,1509.9825732649729,Soltero,0
289,24,68371.53310672716,1507.179266701804,Viudo,0
290,33,21949.51771565411,2916.384903020361,Soltero,0
291,43,89254.18304907606,3168.2297067876643,Soltero,1
292,65,93274.15404520412,3110.38793527015,Soltero,1
293,69,20191.62658766342,911.6907682898969,Soltero,0
294,66,38534.600092512315,4448.573881836712,Divorciado,0
295,19,83527.10878241021,1695.2001916491772,Soltero,0
296,18,78602.07368261096,1082.817145772619,Divorciado,1
297,65,30684.28664529207,4499.366359410397,Viudo,1
298,29,32794.692483620376,4800.43174203389,Casado,0
299,22,46490.12873726747,4379.574277694528,Soltero,0
300,54,56184.453741236815,4142.822336261952,Casado,1
301,49,67551.65558007517,3448.5889128755975,Casado,1
302,26,46357.659363430656,2978.858167741127,Viudo,0
303,58,54315.45087131757,891.4404196013456,Casado,0
304,52,78535.0297413693,2338.0394588181443,Divorciado,0
305,36,18118.072245700823,2177.098326555413,Casado,0
306,65,36457.14026924176,1668.892026921468,Casado,0
307,33,75634.71480018695,3755.390511598632,Casado,0
308,20,91092.58120341194,2731.440807854469,Soltero,1
309,37,58492.58257983162,864.7079715844156,Soltero,0
310,41,60229.64624755183,1490.824408774151,Divorciado,1
311,50,24109.620963880967,3574.6644364681815,Divorciado,0
312,41,53030.05117999364,842.5888677063508,Soltero,0
313,69,60272.46764867697,4330.431113219459,Divorciado,0
314,28,35609.992808952025,2728.1593715628846,Soltero,0
315,66,37885.67463069738,2662.639597969916,Viudo,1
316,25,47069.15386389293,3165.8350309678294,Casado,1
317,53,16706.051811106743,4211.064346663172,Casado,0
318,55,42376.729074570154,2065.141435559869,Divorciado,0
319,57,32973.08059470629,3551.072686515786,Soltero,1
320,37,42837.27493512275,3045.79383798106,Soltero,0
321,52,25179.781204636354,1701.627215762396,Divorciado,0
322,65,90694.81886289107,4453.834938598211,Soltero,1
323,42,65455.358552094134,4088.4170972311763,Viudo,0
324,52,72723.69712728162,3463.0332559629146,Casado,0
325,42,82079.55528162376,4327.617780924089,Divorciado,0
326,46,57367.58690896987,4402.823904319111,Divorciado,1
327,35,22388.224487431013,3687.6333952176565,Soltero,0
328,63,60654.05605457656,4266.559977636524,Divorciado,0
329,35,64881.49503177473,3638.621577511776,Viudo,1
330,19,78362.35530566805,3560.6334729213518,Soltero,0
331,52,51691.06142952275,3283.7512019683295,Soltero,1
332,33,25844.32573762292,3887.2248780093855,Soltero,0
333,58,39120.95199289158,1213.7229738188316,Soltero,1
334,53,45861.99519388398,4463.918416395178,Viudo,0
335,50,69902.9655131861,4423.295874853544,Soltero,0
336,21,63516.15589685751,631.6127736555161,Divorciado,0
337,50,45268.22170131693,4216.175377541433,Viudo,0
338,31,98853.79614740328,1079.9144036305033,Casado,1
339,38,66490.85964533541,2008.0348441661386,Casado,1
340,65,35164.27729755953,3845.7871533122348,Divorciado,0
341,37,23651.510172734317,1223.4195322173869,Divorciado,0
342,25,27993.026830668223,4180.8516085357805,Viudo,1
343,24,35906.40691268319,4244.6038008098385,Casado,1
344,20,28657.916727062235,2783.604801923763,Casado,0
345,34,30858.19704436099,528.7364227257511,Casado,0
346,50,39233.089338977006,1791.6715992871075,Casado,0
347,65,29736.75560005416,3276.17113269084,Casado,0
348,29,91225.06109324614,4915.337801123405,Soltero,0
349,68,21819.868381239587,3343.1608715750076,Divorciado,0
350,39,59583.468113471645,1669.1161147887192,Soltero,0
351,39,49883.730294121226,3353.025663948251,Casado,1
352,63,98502.18243723155,2929.9342087213495,Viudo,0
353,47,24523.30668428445,4009.304278180146,Viudo,0
354,55,48817.72591888804,981.4128747213128,Casado,0
355,55,97404.98682840636,3924.6255612591262,Casado,0
356,62,88568.10570098832,2935.699604042496,Viudo,0
357,68,84451.1260306888,4833.464017365476,Soltero,0
358,25,36921.74029881989,2038.4247471740873,Soltero,0
359,44,29525.444928155594,3346.7985191027665,Casado,0
360,44,71834.67369357662,4694.126474795079,Soltero,0
361,51,93996.95907584479,961.2937759580566,Viudo,0
362,38,62324.84590618403,4717.52819256403,Soltero,1
363,47,63587.07860494149,3595.48575035366,Casado,0
364,50,38798.22296112416,805.2667659732736,Viudo,1
365,45,80406.89932131465,1854.3360512606732,Soltero,0
366,64,30898.718627389484,3686.774398903767,Divorciado,0
367,50,42512.735094360716,803.0777066094727,Viudo,0
368,22,51162.09728239543,3119.76707079323,Viudo,0
369,65,58146.88218817868,2056.4737562883056,Divorciado,1
370,36,35604.82725528182,3294.119829953647,Divorciado,1
371,21,24761.1301028323,705.8391521563078,Viudo,1
372,52,66902.70360753877,4421.915627685694,Divorciado,0
373,66,39533.59702542174,4880.700361298286,Casado,0
374,34,64405.24882092205,4859.950348785612,Casado,0
375,61,28120.830798307197,3873.433242843161,Casado,0
376,45,55896.908657659485,1085.388080587844,Viudo,0
377,47,60270.1017668848,3912.1843816806017,Divorciado,0
378,46,19405.000629906288,610.6411240646069,Divorciado,0
379,63,43611.36364648325,599.5559818804877,Soltero,0
380,23,26425.247539812808,1956.2459861729355,Soltero,1
381,52,20386.87249018526,2698.8943568209957,Divorciado,1
382,58,99146.61975314535,3966.8333801350695,Divorciado,1
383,54,42400.07682285145,3574.8291947292732,Divorciado,0
384,41,83839.32789764396,2506.5621786953675,Viudo,0
385,46,36644.455654919926,1731.3199982674964,Divorciado,0
386,66,72927.73138903399,4987.0602507097,Soltero,1
387,63,79619.36809062335,2417.815860061878,Viudo,0
388,48,65629.29295166676,2531.24160948354,Divorciado,0
389,52,55083.97602676346,1236.3071953625113,Soltero,1
390,50,50006.47770251783,4076.6429693746823,Viudo,0
391,69,44653.8026561546,3621.570016016699,Divorciado,0
392,38,94009.9772610652,1493.4632575494218,Divorciado,0
393,49,85602.64966195698,870.7147052712921,Divorciado,0
394,40,97027.28740665357,3562.246859336209,Viudo,0
395,50,25565.2639962713,3445.3004642651085,Soltero,0
396,20,77123.73539230975,1729.667871491942,Soltero,0
397,35,94758.93882978821,4778.886030126847,Casado,0
398,42,30404.81062408111,1179.760513014051,Divorciado,1
399,59,20652.18272617609,2445.5066046917086,Casado,0
400,48,77995.25518965503,4746.271640754195,Casado,0
401,20,63830.214620292514,2388.7729261675504,Soltero,0
402,57,86555.44602445312,3373.366764488385,Viudo,1
403,63,26880.652013234605,2289.174790832574,Viudo,0
404,41,82597.72150809066,1733.968410569015,Soltero,0
405,67,32138.322204058284,4927.899415819227,Viudo,1
406,49,28910.755143584884,2342.0030284176937,Casado,1
407,64,28962.5928241344,4523.446416556105,Divorciado,0
408,39,84238.85121966749,1534.7957265098878,Soltero,1
409,40,71541.763759177,1458.9711681128747,Divorciado,0
410,19,59460.56110537514,640.1033729803012,Viudo,0
411,44,45500.59115049771,3432.5007141914825,Divorciado,0
412,59,89562.0459691142,2158.368546756925,Viudo,0
413,19,48357.834130924006,4389.6121242783665,Viudo,1
414,43,84410.95235508405,2629.4445801120073,Casado,0
415,34,52326.467228468566,4856.870425616248,Viudo,0
416,57,47040.27650111714,1334.864820664045,Casado,1
417,50,54327.78178191655,4408.804255800249,Casado,1
418,26,40617.11930395207,3994.6858375628376,Casado,0
419,60,78546.79731498135,3969.148300898234,Soltero,0
420,65,57731.233157860726,4301.524526525995,Soltero,0
421,56,34738.07908747947,3924.607959243495,Viudo,1
422,46,91463.83872833832,3317.991447341369,Casado,0
423,59,47630.753816722965,1090.6019495707442,Soltero,1
424,43,61201.99319468903,646.3678077106337,Casado,0
425,52,92050.12943198648,4643.815315170591,Divorciado,0
426,67,68060.22965268933,3274.926415343321,Divorciado,0
427,42,24936.333460210946,4084.4178093927935,Divorciado,0
428,41,94885.73050714539,2666.8505818064755,Viudo,0
429,30,68355.18451107052,1027.8868503307751,Casado,1
430,24,43466.97724585232,1063.336064911477,Divorciado,0
431,53,26838.126176387916,3585.0437925303713,Soltero,0
432,62,82492.14108797516,2436.3765270475824,Divorciado,1
433,37,67706.18425392365,1402.3612701515153,Divorciado,0
434,18,60344.19281798733,2712.175460336466,Divorciado,1
435,25,90980.8695593314,788.9402168381034,Viudo,0
436,63,82030.76295408512,3118.8713086147945,Soltero,0
437,33,27892.364777283852,1710.4703199579394,Casado,0
438,31,41496.375762621596,4089.0159528673466,Soltero,0
439,29,36121.57688422959,1896.628815156082,Casado,1
440,68,78235.43486867755,2548.4906708681056,Viudo,0
441,40,17850.256952541247,552.2924295864528,Viudo,0
442,32,63440.6232140619,826.010995075515,Viudo,0
443,45,79808.9882879587,2266.221003830082,Viudo,0
444,51,89525.0791247487,2659.724756227056,Casado,1
445,19,44076.94864085213,3200.0924665368666,Divorciado,0
446,49,84806.87089712109,1812.4816041918646,Casado,0
447,40,24403.697641192615,3627.4184875694414,Soltero,1
448,39,86948.44479743404,4370.550787351421,Viudo,0
449,68,25836.536298218503,4009.329450020074,Viudo,1
450,42,48769.419697631216,678.2847140676072,Soltero,0
451,39,82770.10609126206,2662.2812626602304,Casado,0
452,39,27742.98132464577,972.1858028817869,Divorciado,0
453,66,34486.368594774525,1589.2025713813737,Divorciado,1
454,69,76391.46831341063,4939.981669702159,Soltero,1
455,59,76203.10560641633,1141.2299430568096,Divorciado,0
456,23,69497.54879525027,2744.996690531102,Casado,0
457,32,73985.6177797035,3281.7008044315357,Casado,0
458,60,61131.57768454568,3661.092367448468,Soltero,0
459,54,36402.92000709099,3018.4190756911134,Casado,0
460,50,44384.15944783315,543.9688133863265,Viudo,1
461,25,30435.805928121183,1969.0758870979635,Soltero,0
462,61,92218.2977133584,2829.7023952312015,Casado,0
463,61,64588.30255512024,895.39924615175,Soltero,0
464,22,49072.37042490939,2077.8211904413133,Divorciado,0
465,56,54270.49330975128,649.4139895611495,Casado,0
466,21,95519.0838670043,853.6032371975933,Viudo,0
467,23,28034.869264866815,2286.1547429071825,Casado,1
468,62,64829.53572142777,1097.2208931937716,Soltero,0
469,49,58000.53770517961,3053.933817177012,Soltero,0
470,69,66973.61001194507,3602.592361117696,Casado,0
471,47,16539.365624771443,4102.640145990873,Viudo,1
472,64,89130.53226025288,1400.6760991016454,Viudo,1
473,52,94230.05401110706,1253.671620165814,Viudo,0
474,57,63036.32060508276,970.5552815048011,Soltero,1
475,69,74215.32002953584,3363.9361229463652,Casado,0
476,33,93412.44740007013,3679.1407691910554,Divorciado,0
477,30,75115.28391663887,642.1376517153892,Soltero,0
478,67,27965.818647712214,4712.955108096604,Viudo,0
479,59,63984.51061417912,733.8707764316258,Casado,0
480,47,66570.77894254276,2935.833508854817,Viudo,1
481,36,51051.10706070281,3690.772337529124,Divorciado,1
482,34,77597.76002810145,4419.361056857386,Viudo,0
483,36,94421.19625536626,3713.3911945959253,Viudo,0
484,45,93673.32359707599,4107.776373814064,Divorciado,0
485,43,53321.346569351226,2027.5258664426274,Casado,0
486,54,24625.233896464197,4166.713011859305,Soltero,0
487,43,98711.50191179843,860.5168087310382,Casado,0
488,40,86306.3373479044,4526.674952272375,Divorciado,0
489,26,25596.327902277684,2964.165692691813,Viudo,1
490,29,93271.56002247665,4177.839964831222,Casado,0
491,18,88941.1907752809,2535.4322803323507,Soltero,0
492,18,59101.23485571613,3396.0996283843624,Divorciado,1
493,64,65258.41203831899,2868.8119742125095,Casado,0
494,51,48915.22982896107,3792.1528478989935,Soltero,0
495,49,19654.739299872665,867.3349191376531,Divorciado,0
496,65,43491.76553990158,771.5843779575371,Soltero,0
497,42,83242.54313083098,1611.964553045659,Divorciado,1
498,57,15393.721955391244,1217.9510605093474,Viudo,0
499,62,43347.429593747256,4423.026049664908,Casado,0
500,18,48844.33895523018,1486.4629431111994,Soltero,1
